0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,0.000000000000000000e+00
4.166666666666666435e-02,3.226792187738180433e-18
6.250000000000000000e-02,-2.527710155319833674e-17
8.333333333333332871e-02,1.667465489816273634e-17
1.041666666666666574e-01,5.423329002513151148e-19
1.250000000000000000e-01,-2.636992150859827079e-17
1.458333333333333148e-01,5.484275456146430749e-17
1.666666666666666574e-01,-4.024078744004499503e-17
1.875000000000000000e-01,-2.500903456960111993e-17
2.083333333333333148e-01,1.272442526764446630e-16
2.291666666666666574e-01,-1.391307190207476122e-16
2.500000000000000000e-01,2.719496368820810708e-17
2.708333333333333148e-01,2.335055408611139932e-16
2.916666666666666297e-01,-4.435403598784616196e-16
3.125000000000000000e-01,2.788564964133265990e-16
3.333333333333333148e-01,3.365820160366460308e-16
3.541666666666666297e-01,-1.128118431535722624e-15
3.750000000000000000e-01,1.208886009195147046e-15
3.958333333333333148e-01,9.751725104920992171e-17
4.166666666666666297e-01,-2.434352931715164721e-15
4.375000000000000000e-01,3.948530056311914615e-15
4.583333333333333148e-01,-1.851124843482958463e-15
4.791666666666666297e-01,-4.204304137072455283e-15
5.000000000000000000e-01,1.077059371472890546e-14
5.208333333333332593e-01,-9.769345941772310148e-15
5.416666666666666297e-01,-3.842453073902046222e-15
5.625000000000000000e-01,2.481169758324258523e-14
5.833333333333332593e-01,-3.450566698467303867e-14
6.041666666666666297e-01,1.035752422231693532e-14
6.250000000000000000e-01,4.734629355572019590e-14
6.458333333333332593e-01,-9.892109114393545554e-14
6.666666666666666297e-01,7.620324460714789635e-14
6.875000000000000000e-01,5.906402578375721886e-14
7.083333333333332593e-01,-2.419591887914118474e-13
7.291666666666666297e-01,2.937574901036798372e-13
7.500000000000000000e-01,-3.614010670241045054e-14
7.708333333333332593e-01,-4.946755101486978134e-13
7.916666666666666297e-01,8.918505527637237154e-13
8.125000000000000000e-01,-5.692366132848564395e-13
8.333333333333332593e-01,-7.240357291065195401e-13
8.541666666666666297e-01,2.291528146604693160e-12
8.750000000000000000e-01,-2.447751795045012208e-12
8.958333333333332593e-01,-2.000265012881985804e-13
9.166666666666666297e-01,4.936586367920894612e-12
9.375000000000000000e-01,-7.875185732211693438e-12
9.583333333333332593e-01,3.834948266219336177e-12
9.791666666666666297e-01,8.385836792881689475e-12
1.000000000000000000e+00,-2.113140453320294455e-11
1.020833333333333259e+00,1.956191351735309027e-11
1.041666666666666519e+00,7.180973450953280640e-12
1.062500000000000000e+00,-4.900805887100441921e-11
1.083333333333333259e+00,6.781580218819214371e-11
1.104166666666666519e+00,-2.118785790151117593e-11
1.125000000000000000e+00,-9.231009531009227792e-11
1.145833333333333259e+00,1.952739808380458479e-10
1.166666666666666519e+00,-1.505294212103962754e-10
1.187500000000000000e+00,-1.155135656021399296e-10
1.208333333333333259e+00,4.768588999252170888e-10
1.229166666666666519e+00,-5.814407321457464775e-10
1.250000000000000000e+00,7.231643334107032657e-11
1.270833333333333259e+00,9.744521300174035257e-10
1.291666666666666519e+00,-1.758967160783812919e-09
1.312500000000000000e+00,1.110449731333632968e-09
1.333333333333333259e+00,1.443889954501309943e-09
1.354166666666666519e+00,-4.526998873912343350e-09
1.375000000000000000e+00,4.804824327012929641e-09
1.395833333333333259e+00,4.670914205460125181e-10
1.416666666666666519e+00,-9.807615650677922437e-09
1.437500000000000000e+00,1.553999974721392792e-08
1.458333333333333259e+00,-7.408310118100590807e-09
1.479166666666666519e+00,-1.675084639490358102e-08
1.500000000000000000e+00,4.182116651795293234e-08
1.520833333333333259e+00,-3.839809923491270886e-08
1.541666666666666519e+00,-1.464291039952854879e-08
1.562500000000000000e+00,9.700397635343924611e-08
1.583333333333333259e+00,-1.335753358181187638e-07
1.604166666666666519e+00,4.096790522613499267e-08
1.625000000000000000e+00,1.823088205905795913e-07
1.645833333333333259e+00,-3.838494796127919699e-07
1.666666666666666519e+00,3.048239797367317679e-07
1.687500000000000000e+00,1.459665838390110908e-07
1.708333333333333259e+00,-8.657837666524181448e-07
1.729166666666666519e+00,1.943024982399583621e-06
1.750000000000000000e+00,-2.953428993746277952e-06
1.770833333333333259e+00,2.094159648654614537e-06
1.791666666666666519e+00,2.596114092524085852e-06
1.812500000000000000e+00,-9.891890027609301752e-06
1.833333333333333259e+00,1.288548349601974177e-05
1.854166666666666519e+00,-3.070710325236310083e-06
1.875000000000000000e+00,-1.993515786272154669e-05
1.895833333333333259e+00,4.025987265173903258e-05
1.916666666666666519e+00,-2.919872543158576742e-05
1.937500000000000000e+00,-2.707092544043388356e-05
1.958333333333333259e+00,9.980903100085783853e-05
1.979166666666666519e+00,-1.149562248758553384e-04
2.000000000000000000e+00,2.565909021623203512e-06
2.020833333333333037e+00,2.108049602600994192e-04
2.041666666666666519e+00,-3.520675747517379179e-04
2.062500000000000000e+00,1.880581229211681249e-04
2.083333333333333037e+00,3.461108703001806682e-04
2.104166666666666519e+00,-9.288277605270833836e-04
2.125000000000000000e+00,8.826652160583342349e-04
2.145833333333333037e+00,2.791478017601328829e-04
2.166666666666666519e+00,-2.106408037957053017e-03
2.187500000000000000e+00,2.995499971253685976e-03
